market,date,timestamp,interval,price_type,price_rmb_mwh,source,source_url,retrieved_at,is_simulated,schema_version
shandong,2026-08-01,2026-08-01T00:00:00+08:00,15,day_ahead,230.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T00:15:00+08:00,15,day_ahead,233.92,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T00:30:00+08:00,15,day_ahead,237.76,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T00:45:00+08:00,15,day_ahead,241.48,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T01:00:00+08:00,15,day_ahead,245.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T01:15:00+08:00,15,day_ahead,248.26,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T01:30:00+08:00,15,day_ahead,251.21,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T01:45:00+08:00,15,day_ahead,253.8,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T02:00:00+08:00,15,day_ahead,255.98,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T02:15:00+08:00,15,day_ahead,257.72,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T02:30:00+08:00,15,day_ahead,258.98,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T02:45:00+08:00,15,day_ahead,259.74,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T03:00:00+08:00,15,day_ahead,260.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T03:15:00+08:00,15,day_ahead,259.74,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T03:30:00+08:00,15,day_ahead,258.98,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T03:45:00+08:00,15,day_ahead,257.72,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T04:00:00+08:00,15,day_ahead,255.98,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T04:15:00+08:00,15,day_ahead,253.8,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T04:30:00+08:00,15,day_ahead,251.21,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T04:45:00+08:00,15,day_ahead,248.26,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T05:00:00+08:00,15,day_ahead,245.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T05:15:00+08:00,15,day_ahead,241.48,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T05:30:00+08:00,15,day_ahead,237.76,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T05:45:00+08:00,15,day_ahead,233.92,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T06:00:00+08:00,15,day_ahead,230.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T06:15:00+08:00,15,day_ahead,226.08,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T06:30:00+08:00,15,day_ahead,280.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T06:45:00+08:00,15,day_ahead,331.76,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T07:00:00+08:00,15,day_ahead,380.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T07:15:00+08:00,15,day_ahead,421.42,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T07:30:00+08:00,15,day_ahead,453.21,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T07:45:00+08:00,15,day_ahead,473.19,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T08:00:00+08:00,15,day_ahead,480.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T08:15:00+08:00,15,day_ahead,473.19,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T08:30:00+08:00,15,day_ahead,453.21,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T08:45:00+08:00,15,day_ahead,421.42,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T09:00:00+08:00,15,day_ahead,380.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T09:15:00+08:00,15,day_ahead,331.76,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T09:30:00+08:00,15,day_ahead,220.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T09:45:00+08:00,15,day_ahead,202.87,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T10:00:00+08:00,15,day_ahead,186.5,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T10:15:00+08:00,15,day_ahead,170.93,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T10:30:00+08:00,15,day_ahead,156.21,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T10:45:00+08:00,15,day_ahead,142.37,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T11:00:00+08:00,15,day_ahead,129.5,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T11:15:00+08:00,15,day_ahead,117.65,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T11:30:00+08:00,15,day_ahead,106.94,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T11:45:00+08:00,15,day_ahead,97.5,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T12:00:00+08:00,15,day_ahead,89.53,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T12:15:00+08:00,15,day_ahead,83.37,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T12:30:00+08:00,15,day_ahead,80.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T12:45:00+08:00,15,day_ahead,83.37,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T13:00:00+08:00,15,day_ahead,89.53,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T13:15:00+08:00,15,day_ahead,97.5,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T13:30:00+08:00,15,day_ahead,106.94,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T13:45:00+08:00,15,day_ahead,117.65,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T14:00:00+08:00,15,day_ahead,129.5,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T14:15:00+08:00,15,day_ahead,142.37,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T14:30:00+08:00,15,day_ahead,156.21,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T14:45:00+08:00,15,day_ahead,170.93,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T15:00:00+08:00,15,day_ahead,186.5,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T15:15:00+08:00,15,day_ahead,202.87,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T15:30:00+08:00,15,day_ahead,220.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T15:45:00+08:00,15,day_ahead,237.86,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T16:00:00+08:00,15,day_ahead,180.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T16:15:00+08:00,15,day_ahead,221.67,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T16:30:00+08:00,15,day_ahead,263.33,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T16:45:00+08:00,15,day_ahead,305.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T17:00:00+08:00,15,day_ahead,346.67,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T17:15:00+08:00,15,day_ahead,388.33,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T17:30:00+08:00,15,day_ahead,500.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T17:45:00+08:00,15,day_ahead,562.43,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T18:00:00+08:00,15,day_ahead,622.46,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T18:15:00+08:00,15,day_ahead,677.78,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T18:30:00+08:00,15,day_ahead,726.27,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T18:45:00+08:00,15,day_ahead,766.07,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T19:00:00+08:00,15,day_ahead,795.64,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T19:15:00+08:00,15,day_ahead,813.85,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T19:30:00+08:00,15,day_ahead,820.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T19:45:00+08:00,15,day_ahead,813.85,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T20:00:00+08:00,15,day_ahead,795.64,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T20:15:00+08:00,15,day_ahead,766.07,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T20:30:00+08:00,15,day_ahead,726.27,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T20:45:00+08:00,15,day_ahead,677.78,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T21:00:00+08:00,15,day_ahead,622.46,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T21:15:00+08:00,15,day_ahead,562.43,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T21:30:00+08:00,15,day_ahead,500.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T21:45:00+08:00,15,day_ahead,476.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T22:00:00+08:00,15,day_ahead,452.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T22:15:00+08:00,15,day_ahead,428.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T22:30:00+08:00,15,day_ahead,404.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T22:45:00+08:00,15,day_ahead,380.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T23:00:00+08:00,15,day_ahead,356.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T23:15:00+08:00,15,day_ahead,332.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T23:30:00+08:00,15,day_ahead,308.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
shandong,2026-08-01,2026-08-01T23:45:00+08:00,15,day_ahead,284.0,VoltPulse Synthetic Benchmark (Duck Curve Simulation),synthetic://shandong-duck-curve-generator,2026-09-21T15:19:50.604090+08:00,True,1.0.0
